title,label
Star Bodies! Get Gwen Stefani's Rock Hard Abs With 3 Simple Exercises,0
Titanic II to set sail in 2018 for people who aren’t superstitious at all,0
"Gwyneth Paltrow, Angelina Jolie and Others Say Weinstein Harassed Them",0
"Tom Cruise &#38; Katie Holmes divorce: Suri to live with mom, report says",0
"98 percent of American families make under $250,000 a year.",1
Miley Cyrus: Why She’s Struggling To Buy The Perfect Holiday Gift For Liam Hemsworth,0
Jennifer Aniston and Justin Theroux Double-Date With...Tom Hanks and Rita Wilson?!,0
Page 3229 – Us Weekly,0
two.txt at master · hrldcpr/buzzfeed · GitHub,0
Michael Bennet for US Senate,1
Brad Pitt Upset Over Angelina Jolie’s Rumored Plans To Adopt? — Would He Adopt Again Too?,0
Miley Cyrus and Liam Hemsworth Relationship Timeline,0
Gingrich supported individual health insurance mandates.,1
Kim Kardashian Says She’s the “Biggest Taylor Swift Fan” in 2009 Interview (VIDEO),0
Drew Barrymore Is Secretly Having Sleepovers With Ex-Husband Will Kopelman,0
Queen Elizabeth II Meeting Prince Louis For the First Time,0
How Brad Pitt Emerged From His Split With Angelina Jolie Better Than Ever,0
Krugman calls Senate health care bill similar to law in Massachusetts,1
Madonna Exhausted Overwhelmed,0
Nicole Kidman Reveals Truth About Her Relationship With Keith Urban,0
Dolly Parton: California’s ‘Biblical Disasters’ Punishment For ‘Embracing Satan’,0
Christian Bale Offered $100 Million to Return as Batman? Not So Fast,0
The law has not established whether Rhode Island public employees have property rights to their pensions.,1
"Report: Caitlyn Jenner ""Held Hands"" With Transgender Model Andreja Pejic On Oscar Night",0
Jessica Simpson Heartbroken Over Missing Dog,0
"Robin Williams, depression and dementia: the clinical picture",0
Kristen Stewart and Robert Pattinson spark reconciliation rumors with L.A. sighting,0
"Sienna Miller Talks ""Marathon"" Love Scenes With Ben Affleck",0
Liam Hemsworth Supports Miley Cyrus At ‘The Voice’ But Makes Sure She Has The Spotlight,0
Taxpayers pay for roughly 45 percent of all births in Wisconsin! And 60 percent of the births in Milwaukee!!!,1
Blake Shelton & Gwen Stefani: Why She’s Having Mixed Emotions About His 41st Birthday,0
Mariah Carey’s boyfriend Bryan Tanaka can’t keep his hands off her as he feels up her thighs on date night,0
The comment from JLaw that has fans convinced she and Joel Edgerton are an item,0
Rumors About Carrie Underwood and Mike Fisher You Should Stop Believing,0
Bitter Blood! Kim Kardashian In A ‘Jealous Rage’ Over Jennifer Lawrence,0
Kris Jenner Orders Emergency Family Meeting Over Rob Kardashian Crisis,0
States with the highest gun ownership rates also have the highest suicide rates.,1
"When I served as City Commissioner, we made great strides we successfully fought for, and won, adding women and people of color to the Fire Bureau.",1
Travis Scott Hangs Out With Blac Chyna During ‘Flirty’ Night Out — Should Kylie Be Worried?,0
"Medicare spends ""$15-billion a year on subsidies to insurance companies.""",1
Kim & Kanye Reportedly Drop $1.5 Million On Round-The-Clock Security For Surrogate,0
Bella Hadid Will Be Walking This Year's Victoria's Secret Fashion Show,0
Donald Trump and other celebrities tweet about Canada Day,0
Do we need to know so much about Ben Affleck?,0
Angelina Jolie branded 'shameless' by angry fans as she goes braless to meet Archbishop of Canterbury,0
Prince Harry and Meghan Markle Want Babies “Right Away”,0
I'm proud to have had a 100 percent pro-life voting record.,1
Caitlyn Jenner Uses Tristan Thompson To See Baby True Behind Khloe Kardashian’s Back,0
What has Lady Gaga done to her face? Plastic surgeon dishes dirt on shock transformation,0
The GOP platform that seeks further limits on abortion and is silent on an exception for rape has been there for more than 30 years.,1
Justin Bieber Blames Taylor Swift For Selena Gomez Split: Swift Orchestrated Orlando Bloom Drama To Hurt Katy Perry?,0
"Thanks to you, in under one week we have the largest GOP (Facebook) page in the Governor's race!",1
Bradley Cooper learns to sing for new film.,0
Carlotta (The Phantom of the Opera),0
Miranda Lambert's ACMs Speech Annoyed Gwen Stefani (REPORT),0
Brad Pitt Didn't Use Custody Negotiations To Get Back With Angelina Jolie,0
"Kim Kardashian Revealed How Much Saint’s Diaper Bag Costs, & It’s, Um, Shocking",0
Republican response to President Barack Obamas Weekly radio address,1
Inside Jennifer Aniston and Justin Theroux's $240 Million Empire,0
Taylor Swift's Reputation becomes first album to surpass two million in sales since 2015,0
Video: We compare Meghan Markle and Kate Middleton's unique fashion style,0
Suri Cruise Is Turning 12 And Looks Just Like Mom Katie Holmes,0
Jennifer Lawrence Says ‘Mother!’ Led to Darren Aronofsky Split,0
Why Selena Gomez Wasn't the Woman for Justin Bieber After All,0
Brad Pitt and Jennifer Aniston's second wedding joy,0
Brad Pitt's family beg him to visit grandmother living in substandard nursing home,0
Members of the military dont contribute toward their pension.,1
£1.4million spent renovating Prince Harry and Meghan's rumoured future home,0
Accelerated Reader Quiz List - Reading Practice,0
Michelle Pfeiffer dropped out of Sex and the City 3,0
Are Khloe & Tristan Having ‘Another Baby’? Why Her Trainer Says Workouts Might Lead To That,0
Transcript of Wednesday's presidential debate,1
Exclusive: How Prince Harry and Meghan Markle Hid Out from the Paparazzi When Their Relationship Went Public,0
Royal Announcement: Queen Elizabeth declares Prince William and Kate Middleton as the future King and Queen Consort.,0
Lionel Richie tracks Sofia Richie's phone,0
Jamie Foxx's Secret Texts With His Ex Are Threatening His Relationship With Katie Holmes (EXCLUSIVE),0
Kim Kardashian's Robbery: Burning Questions Answered,0
Paris Jackson Denies Relationship With Trevor Donovan,0
There are at least twice as many licensed firearm dealers in California as there are McDonalds.,1
"The top 1 percent of income earners pay 40 percent of all state income taxes, and those at the bottom pay little or nothing.",1
"Desperate Showmance! David Foster & Katharine McPhee ‘Staging’ Romance, Source Claims",0
Page 716 – Us Weekly,0
Here Are All the Winners From the 2017 CMA Awards,0
'Boondock Saints' TV Series on Norman Reedus Appearance,0
Are Nina Agdal and Jack Brinkley Cook Dating?,0
Obama administration opens the door for states to seek major changes in welfaretowork law,1
The NRA used to support expanded background checks.,1
Celebrities React to Hurricane Irma,0
"We have lost 600,000 jobs over the period of the last 10 years. Only Michigan and California have done worse.",1
"Keith Urban Upset About Nicole Kidman, Colin Farrell Friendship?",0
Amanda Seyfried Shares the 'Good Advice' She Used When Introducing Her Dog Finn to Her Baby Girl,0
Ashton Kutcher has guys' night with 'That '70s Show' bros Wilmer Valderrama and Danny Masterson,0
Insecure Ben Stiller’s Extreme Paranoia Leads To Divorce,0
Pledge of Allegiance E-mail,1
"Miranda Lambert and Blake Shelton had an affair, her ex claims",0
How Bruce Jenner Publicly Transformed Into Caitlyn — The True Story – Variety,0
Only 18 percent of jobs are accessible by transit for metro Atlanta residents. 33 percent for those living in the city.,1
"Justin Bieber, Selena Gomez Taking a Break ‘Mainly Because of’ Her Mom",0
Pregnant Jessica Simpson Shows Off Massive Baby Bump in Pre-Birth Girls' Day Out,0
Is Mariah Carey Forbidding Bryan Tanaka From Seeing Her Without Clothes And Makeup On? [Debunked],0
Fidel (Castro) has made his preferences known in the campaign and had some very unkind things to say about me.,1
Justin Theroux looks far from glum about Jennifer Aniston split as he shows off guns on coffee date,0
Almost 1 million children ... have no health insurance in this state.,1
Proposed federal regulations would affect every streetsign in the country,1
Births: Preliminary Data for 2005,1
Transcript: Vice Presidential Debate,1
Throwback Alert! Relive Pippa Middleton's Scene-Stealing Appearance at Kate Middleton's Wedding,0
"Olivia Munn, Trevor Noah Not Dating, Despite Speculation",0
Judge Judy gets apology for false National Enquirer Alzheimer story,0
US Report: Tom Cruise ‘contacts Suri after years apart’,0
"Kristen Stewart: ""I've been deeply in love with everyone I've dated""",0
Pippa Middleton is not demanding Prince Harry attend her wedding without Meghan Markle & video,0
Angelina Jolie shows true colours after Brad Pitt breakup,0
Beyonce Blasts Kim Kardashian with Diss Track Lyrics,0
Here’s a Complete History of Jennifer Lopez and Mariah Carey’s Alleged Feud,0
Patton Oswalt Slammed For Politicizing Las Vegas Shooting,0
"Theres never been a (U.S. Supreme Court) vacancy in the last, I think, 30 years, lasting longer than 237 days.",1
Chris Brown – Scared Lyrics,0
"Happy New Year 2018: Wishes, Greetings, Whatsapp Status, Messages & Quotes",0
"Jennifer Garner's Kids Have Not Met Josh Duhamel, Report Says",0
Channing Tatum  Jenna Dewan Fighting Over Nude Photo  Claim,0
"Brad Pitt, Angelina Jolie Reach Summer Custody Agreement",0
CLINT EASTWOOD: 'President Obama Is The Greatest Hoax Ever Perpetrated On The American People',0
John McCain voted against funding the troops because of . . . a timeline in it to draw down American troops.,1
Selena Gomez Fear Justin Bieber Flirty Texting Kourtney Kardashian,0
Khloe Kardashian: Baby Won’t Mend Relationship With Caitlyn Jenner,0
Infrastructure Report Card 2005,1
Taylor Swift will reportedly keep her new album off streaming services like Spotify and Apple Music for a week,0
Inside Prince Harry's Desperate Search to Find Love,0
"Says Abraham Lincoln tried to buy slavesfreedom in border states, but the states all rejected it.",1
It is ironic that (First Energy Corp. is) going to have a name on our (football stadium) where we (Cleveland Public Power) supply the electricity.,1
Sarah Jessica Parker Says Time Apart From Matthew Broderick Is 'Beneficial' to Their Marriage,0
Political TV Ad Archive » PolAd,1
Selena Gomez: PREGNANT With Justin Bieber's Baby?,0
Prince William Wore Red Wig To Mock Prince Harry At Palace Event?,0
"Enquirer: Jennifer Garner is dating a lawyer, she introduced him to her family",0
Tom Cruise,0
"Tonya Harding Made It to the ""Dancing With the Stars"" Finale and Fans Are Livid",0
Harry Styles: Why He Rules As HollywoodLife’s Star Of The Week,0
The U.S. is borrowing approximately $2.52 for every $1 of economic growth so far in 2012.,1
Ewan McGregor Scraps UK Talk Show Visit Over Piers Morgan Women’s March Barbs,0
AUTOS: The Dinosaur Hunter,1
Kim Kardashian West on Caitlyn Jenner's New Book,0
Kim Kardashian Tells Sister Kourtney That Nobody Wants Her Around & That She’s Not Exciting To Look At,0
Aritzia Says Meghan Markle Boosted Earnings; Will It Last?,0
Transcripts,1
Gal Gadot's daughters not impressed with mum's 'Wonder Woman' character,0
Selena Gomez Feels 'Demoralized And Alone' After Losing Justin Bieber,0
Taylor Swift Wants to 'Set Down Roots' With Joe Alwyn in England,0
Fergie Snubbed Ashley Graham At Miss Universe Pageant ,0
Brad Pitt and Marion Cotillard: Spotted Nearly Kissing!!!!!!,0
James Brolin Reflects on 20 Years of Marriage With Barbra Streisand (Exclusive),0
U.S. Senate: U.S. Senate Roll Call Votes 103rd Congress,1
Op-ed by President Obama: President Obama Reflects on the Impact of Title IX,1
Kris Jenner developing Kardashian kids spin-off?,0
Uncompensated care has gone down by 30 percent just in the first few months of Medicaid expansion in the states that adopted it.,1
Justin Bieber and Selena Gomez Sweating It Out Together JELENA After Pilates Workout Class,0
Young veterans have a higher unemployment rate than people who didnt serve.,1
The truth about Kate Middleton and Meghan Markle's relationship,0
"Jennifer Lawrence Is Terrified In ""Mother!"" Trailer",0
Caitlyn Jenner Caught On Dinner Date With Ex Girlfriend Candis Cayne,0
A-Rod Has This to Say About Those Jennifer Lopez Engagement Rumors,0
"Chubby Mariah Carey Ditches The Gym, Opts For Breast-Reduction Surgery",0
Ninety-seven percent of the time. Thats how often Mark Warner votes with President Obama.,1
O.J. Simpson’s Kids Spotted in the Days Following His Release from Prison,0
A thorough investigation into the theories that “prove” Khloe Kardashian isn’t pregnant.,0
The Definitive Guide to Jennifer Aniston's Breakup Interviews From Sensitivity Chips and Billy Idol Digs to All That Baby Speculation,0
Katherine Heigl’s Mom Causing Marriage Problems After Moving In To Help With Baby?,0
"Blake Shelton Put Miranda Lambert ""Through Hell"" — So She's Getting Her Revenge (EXCLUSIVE)",0
Massachusetts Department of Elementary and Secondary Education,1
Keith Urban gives Nicole Kidman ultimatum,0
"Obama Urges Bernanke, Paulson to Fight Foreclosures, Hold Homeownership Summit",1
Matt Damon’s Secret Marriage Crisis,0
Kylie Jenner ‘Positively Glowing Despite Battling Morning Sickness’ During Pregnancy,0
Live stream: Trump's lawyer responds to James Comey testimony,0
Jim Carrey Thinks Alien Reptiles “Rule” The Earth?!,0
Rep Mike Pence Web site,1
Justin Theroux reunites with Sienna Miller at Chaos launch party in New York City,0
‘No Escape’ Movie: How Will It Boost Pierce Brosnan’s Net Worth and Owen Wilson’s Net Worth?,0
Are Gwen Stefani & Blake Shelton Engaged In 2017? The Couple Has Been Going Strong For Years,0
Carrie Fisher,0
Katy Perry Seeking REVENGE ON Selena Gomez With The Weeknd?! (Rumor Patrol),0
Is Khloe Kardashian Feuding With Kris Jenner? She Worries Kylie Is Her Mom’s Favorite,0
Angelina Jolie & Jared Leto Dating After Brad Pitt Divorce — Report,0
Did Meghan Markle Have A Secret First Husband?,0
Taylor Swift Just Gave a Sneaky Response to the Internet's Joe Alwyn Breakup Speculation,0
90% of Americans want national background checks that close loopholes.,1
Jennifer Aniston Justin Theroux Nasty,0
"Over the past twenty years, the number of homicides committed with a firearm in the United States has decreased by nearly 40 percent. The number of other crimes involving the use of a firearm has also plummeted, declining by nearly 70 percent.",1
"Tom Cruise Reportedly Wishes To Be In Suri’s Life Again, As He Plans To Marry Vanessa Kirby In 2018",0
The mosquito population in South Florida is larger than it is in many other communities in the country.,1
Everything New Mom Khloé Kardashian Said About Infidelity After Ex-Husband Lamar Odom Cheated,0
"Before 2005, the percentage of Texas high school students meeting the college readiness standards of the Texas Higher Education Coordinating Board stood at 28% in English and 42% in math. Those figures stood at 65% and 66% in 2013.",1
Khloe Kardashian flashes wedding finger band after dating NBA beau Tristan Thompson,0
Tom Cruise Vetting Vanessa Kirby To Be Fourth Wife  Fake Story,0
Victoria Beckham  David Beckham Splitting Over Bella Hadid ,0
Justin Bieber sanctioned by judge,0
Katy Perry and Orlando Bloom Cozy Up for a Selfie at Colosseum in Rome,0
92.9 Jack FM,0
Kelly Clarkson & Jennifer Hudson Are Returning to Coach 'The Voice' Season 15,0
'KUWTK' Recap: Kris Jenner Is in Denial About O.J. Simpson's Parole,0
Khloe Kardashian Has Spent Over $3 Million For Her Sexy Body Transformation,0
Federal Election Commission filing,1
Drake Can’t Stop Lusting After Rihanna Now That She’s Happy With New BF Hassan Jameel,0
KUWTK: Kim Kardashian West 'goes blonde' for Kanye West on anniversary,0
How Gwen Stefani's Instagram shuts down Blake Shelton breakup rumors — over and over again,0
Jennifer Aniston is 'furious' over Selena Gomez and Justin Theroux dating rumors,0
Kim Kardashian and Kanye West to Divorce: “Paranoia Has Taken Over [Kanye’s] Life” (EXCLUSIVE),0
New Pic of Katie Holmes & Jamie Foxx on a Date After Breakup Ignites Criticism,0
Obama put a 10 percent tax on tanning.,1
"Meryl Streep, Cher Feuding On Set Of ‘Mamma Mia’ Sequel?",0
Angelina Jolie’s Uncle Tells All On Family Secrets After Bitter Brad Pitt Divorce,0
Connecting People Through News,0
Bindi Irwin sparks engagement speculation with Chandler Powell,0
Justin Bieber and Selena Gomez Taking Some Space—But Don’t Call It a Breakup,0
Everything That Happened in Selena and Abel Tesfaye's Dating Relationship,0
FKA Twigs Turns To Kristen Stewart For Love Advice With Rob Pattinson,0
Aquaman offers first look at Nicole Kidman's Atlanna and villainous Black Manta,0
"Debunking the week's tabloid stories: June 8, 2018",0
Serena Williams: Why She Refuses To Take Sides Between Kim Kardashian & Beyonce,0
Jennifer Garner And Josh Duhamel Have Been Secretly Dating For Months,0
"Washington Post: Breaking News, World, US, DC News & Analysis",1
"In 2011 alone, 269 New Jerseyans were killed by gun violence.",1
Efforts to impeach Donald Trump,0
60 Minutes Transcript,1
Ben Affleck & Jennifer Garner Renew Their Vows In Intimate Ceremony With Kids,0
Says Hillary Clinton said she was under attack (in Bosnia) but the attack turned out to be young girls handing her flowers.,1
"If you count United States airstrikes against ISIS, 75 percent of those combat missions return to base without having fired a weapon.",1
"In 2011, more people were murdered with knives, hands or feet or clubs and hammers than with any type of rifle.",1
Cougar Angelina Jolie Sinks Her Claws Into Hottie Garrett Hedlund,0
Did Miley Cyrus and Liam Hemsworth secretly get married?,0
Here’s a Complete History of Jennifer Lopez and Mariah Carey’s Alleged Feud,0
"Bankrupt Teresa Giudice's $90,000 Lexus SUV gift 'because she needs a car'",0
Kaley Cuoco shared an inside look at her wedding to Karl Cook — and it was beautiful,0
"Jennifer Aniston, Justin Theroux Not Starting Dog Fostering And Adoption Business",0
Says President Franklin Delano Roosevelt felt there wasnt a need in the public sector to have collective bargaining because the government is the people.,1
Flake: “Religious tests should have no place in the Senate”,1
"Kanye West Auditions for American Idol in San Francisco, Brings Kim Kardashian: See Photos!",0
Taylor Swift Reportedly Reacts To Tom Hiddleston’s Golden Globes Win,0
Paris Jackson Secret Surgery,0
Katie Holmes  Jamie Foxx Getting Married In Backyard Wedding ,0
"In Senate Bill 5, there is this new method of evaluating teachers. Youre also going to be rated on what the parents think of you and they can send questionnaires and surveys home to parents.",1
Trump on Prejean: Same as Obama,1
"Romney used to favor gun control, and said he didn't want to go back to Reagan-Bush.",1
Kim Kardashian and Kris Jenner Win Big Victory in Blac Chyna's E! Lawsuit,0
Celebrities react to Trump inauguration on Twitter,0
Justin Bieber and Selena Gomez Taking Some Space—But Don’t Call It a Breakup,0
Beyonce & Jay-Z’s Reported Baby Gift For Kim & Kanye West Costs $23k – Hollywood Life,0
Kanye West Is Reportedly Heading For Another Breakdown And Relapse,0
Drew Barrymore and Timothy Olyphant enjoy a spot of downtime while filming Santa Clarita Diet,0
Taylor Swift calls Kim Kardashian a bully – and fans call BS!,0
"Meryl Streep And Nicole Kidman Feud On ‘Big Little Lies’ Set, Reports ‘Closer Weekly’",0
"Khloe Kardashian's Family ""Heartbroken"" Over Tristan Thompson Cheating Reports: Everything We Know",0
17 Selena Gomez Hair Styles We Want To Recreate,0
"Matt Bomer ""Really Proud"" of Wentworth Miller for Coming Out as Gay",0
Refugees are subject to more rigorous screening than the average tourist in the U.S.,1
"Austin is number one in Texas in startups, venture capital and patents.",1
Kourtney K’s Competitive With Scott Over Love Life: She Brags About Great Sex With Younes,0
Blake Shelton from Dancing With the Stars: Special Guests!,0
Angelina Jolie Reportedly Has ‘Secret Plan’ To Woo ‘Thor’ Star Chris Hemsworth [Rumors],0
Rhode Island has the the second-most heavily deployed National Guard in the United States.,1
"Tyga: Why He’s Obsessed With Dating Kylie Jenner Look-Alikes, But None Can Take Her Place",0
Rihanna Laughing At Karrueche Tran and Chris Brown Drama,0
OJ Simpson’s prison guard claims Khloe Kardashian begged the disgraced star for a paternity test to find out if he was her real dad,0
Hillary Clinton says guns exceed next nine categories as leading cause of death for young black men,1
"Of the 25 wealthiest nations, were the only one that doesnt provide basic health coverage.",1
"Its legal to sign a recall petition (against Gov. Scott Walker) even if you have already signed another recall petition, but only one signature counts",1
Royal wedding guest sells gift bag for nearly $30K on eBay,0
Humiliation for Kris Jenner: Why toyboy Corey dumped her,0
Nicole Kidman Reflects On 11-Year Marriage To Tom Cruise,0
Kaley Cuoco Gives Update on Shoulder Surgery Recovery: 'Ice Is My Best Friend',0
"Justin Bieber 'Unlikes' Selena Gomez Instagram Photo, Did They Split?",0
The United States decided waterboarding was torture back when we court-martialed American soldiers for waterboarding Philippine insurgents in the Philippine revolution.,1
Meghan Markle 'frustrated' by strict royal rules and is 'learning the hard way' about life inside the family,0
Justin Bieber botches BST Hyde Park concert,0
Exclusive: Idris Elba has a Kate Winslet dream in 'Mountain Between Us',0
Angelina Jolie Secretly Seething Jennifer Aniston Globes,0
Russell Crowe reveals he's lost 24 kgs after gaining weight for The Nice Guys role,0
Kendall Jenner,0
Medusa: MEG RYAN IS WASTING AWAY...,0
"'Battle of the Sexes' Premiere: Emma Stone on Working With ""Icon"" Billie Jean King",0
Everything We Know About Jennifer Aniston and Justin Theroux's Split,0
Margot Robbie,0
Rumor Bust! Katie Holmes Did NOT Breakup with Jamie Foxx for Joshua Jackson,0
Jennifer Lopez wants boyfriend Alex Rodriguez to fire beautiful female staff,0
Terry Crews names alleged sexual assaulter: 'I will not be shamed',0
Ivanka Trump: Father feels 'vindicated' after Comey hearing,1
Khloé Kardashian Wants to Raise Baby True Alone — Without Tristan Thompson (EXCLUSIVE),0
"Says a pack-a-day smoker who quits because of the tax increase will save about $1,650 a year.",1
"Kanye West Not Rejected From ‘American Idol’ Reboot, Despite Report",0
"Selena Gomez Did NOT Break Taylor Swift “Girl Code,” Despite Report",0
Kim Kardashian: Slams surrogacy rumours calling them ‘invasive’,0
Two-thirds of our economy is a consumer economy.,1
Jon Hamm is NOT Stealing Batman Role from Affleck.,0
Selena Gomez ’ s Friends NOT Upset About Justin Bieber Reunion  Despite Report,0
Maddox Jolie-Pitt Is Rejecting the Spotlight Amid Brad Pitt and Angelina Jolie's Custody Battle (EXCLUSIVE),0
Kristen Stewart Stella Maxwell On The Rocks,0
"In reversal, McCain says lift ban on offshore drilling",1
Are Katie Holmes and Jamie Foxx Dating? The 'Dawson's Creek' Star Issued Her First Public Statement About It,0
Bitter Blood! Kim Kardashian In A ‘Jealous Rage’ Over Jennifer Lawrence,0
Trump's Latest Order Bans Majority of Transgender Troops from Serving,0
"Under President George W. Bush, we added $4.9 trillion to the debt. Under President Obama weve added $6.5 trillion to the debt.",1
Are Prince Harry & Meghan Markle Living Together Now? They Did Long Distance For A Long Time,0
"We were one of the first states in the U.S. to build sewers, to bring the treatment plant on line.",1
Child care costs in some states now exceed the average price tag for college tuition.,1
"When I was in college, we used to take a popcorn popper . . . and we would fry squirrel.",1
"Since I took office, Wisconsin ranks 11th in the nation in total business establishment growth compared to 47th in the years Mary Burke was Commerce secretary.",1
Christina Aguilera,0
Hillary Clinton Remarks at National Urban League Conference,1
Look What You Made Me Do,0
"Who's Hot Enough to Attract Jennifer Lopez, Victoria Beckham and Carrie Underwood All at Once?",0
"There are cities and counties in Georgia that dont have websites, and where elected officials dont have email addresses.",1
Winners & Nominees by Category,0
Remarks on counterterrorism at Stanford University,1
Gwen Stefani & Blake Shelton Adopting? She Reportedly Wants Kid Before End Of Year,0
Hollywood Stars Slam House Vote for Obamacare Replacement,0
"Roger Ailes Movie: Nicole Kidman, Margot Robbie Join Charlize Theron | THR News",0
Jessica Alba Put Baby On Board To Save Marriage,0
"Debunking the week's tabloid stories: April 20, 2018",0
Expert: Meghan Markle and Duchess Kate's handwriting reveals major difference,0
The government does not need a warrant to read your old emails.,1
Transporter star Ed Skrein blames behind the scenes politics for Game Of Thrones departure,0
"9 Years, Stop It: The Craziest Rumors About Beyoncé and Jay Z Over the Years",0
Says Russ Feingold broke his 1992 promise to always get the majority of funding from Wisconsin residents.,1
"The truth is David Cicilline voted for tougher laws against child abusers, domestic abusers and abusers of the elderly.",1
Are Katie Holmes & Jamie Foxx Expecting A Baby? New Report Claims They Want To Start A Family,0
"Hollywood Film Awards: See what Angelina Jolie, Margot Robbie and more were wearing",0
"Amazon.com: Lion: Dev Patel, Rooney Mara, Nicole Kidman, David Wenham: Amazon Digital Services LLC",0
"Kim Kardashian and Donald Trump talked about prison reform, because 2018 is off the rails",0
Breathe review – Andrew Garfield fronts poignant biopic of wheelchair pioneer,0
James Brolin Reflects on 20 Years of Marriage With Barbra Streisand (Exclusive),0
Pippa Middleton Keeps Channeling Kate at Wimbledon,0
Richard Gere,0
Angelina Jolie’s French Obsession,0
Kim Kardashian Gets Hysterical Over Lost Earring on Kardashians,0
Georgina Chapman on Life After Harvey Weinstein,0
Why Prince Harry Didn't Get a Prenup Before Marrying Meghan Markle,0
Says Dick Cheney supported gay marriage soonerthan Hillary Clinton.,1
Lea Michele as Hannibal Lecter is a “Scream Queens” moment to die for,0
Brad Pitt ‘Doubtful’ Angelina Jolie Can ‘Have A Successful 4th Marriage’ After Theirs Failed,0
Kim Kardashian Called in *This* Celebrity to Intervene When Kanye West Was at His Lowest,0
Priyanka Chopra and Nick Jonas Living Together,0
"Blake Shelton: What He Really Thinks of The Gwen Stefani Split Rumors, Says Source",0
Brad Pitt Now Moonlighting in the Furniture Business,0
"Hugh Hefner Death Not Being Investigated As Murder, Despite Report",0
Are Jennifer Garner & Josh Duhamel Dating After Devastating Divorces From Ben Affleck & Fergie?,0
Drake Is Already Trying to Win Back Jennifer Lopez After Alex Rodriguez's Cheating Scandal,0
Forty-seven percent of Americans pay no income tax.,1
Transcripts,1
Brad Pitt is ‘quietly dating’ as he has ‘secret meeting’ with Jennifer Aniston,0
"Do you know that, statistically, when you take the SAT a second time, one third of the people that take the SAT, even if theyve been studying, will get a lower score than they did the first time around?",1
"Al Sharpton went to Ferguson, Mo., and is declaring as a matter of fact that ...Michael Brown didnt use any deadly force or posed no deadly threat to the officer.",1
"Celebrity Holiday Cards 2017: The Currys, Kardashians & More Send Season’s Greetings",0
'One Kardashian is enough!' How Anna Wintour 'banned' Kim's mom Kris Jenner from the Met Ball (and the Real Housewives weren't welcome either),0
"The Weeknd, Selena Gomez Quotes Posted By HollywoodLife Are Fake",0
"Thomas Markle on Prince Harry, politics, and missing daughter Meghan's royal wedding",0
The look of love: Katie Holmes and Jamie Foxx pack on the PDA in rare public appearance at pre-Grammys gala,0
"A request for ""an increase in troops sat on desks in this White House (during the presidency of George W. Bush), including the vice president's, for more than eight months, a resource request filled by President Obama in March.""",1
Cheryl admits her Liam Payne split statement was 'cringeworthy',0
"About halfway through fiscal year 2009, Washington has run out of money.",1
"Fast Facts: Blake Shelton & Gwen Stefani Are Having Their First Baby, A Source Claims; PLUS The Hottest Celeb News",0
Anna Faris Live-Tweets Chris Pratt's Walk of Fame Day—and He Laughs and Cries at the Ceremony,0
Angelina Jolie,0
Palin (proposed) a $150 bounty for the severed foreleg of each killed wolf.,1
Planned Parenthood® Action Center,1
Did Kanye West Make A Diss Track About Donald Trump?,0
Taylor Swift & Joe Alwyn: Why He Didn’t Join Her At Billboard Awards & They Are Both ‘Happier’ For It,0
"Jamie Foxx Not Renting Out Disneyland For Katie Holmes, Despite Fake News",0
Transcripts,1
"On military recruiters at Harvard, Elena Kagan ""took a position and the Supreme Court ruled unanimously that she was wrong.""",1
Watching Britney Spears fall apart is no laughing matter,0
"Everything Will Smith, Jada Pinkett Smith Have Said About Marriage",0
We have the fourth highest in-state tuition for public universities in the country.,1
'Stranger Things' Creators Go Inside Season 2's Heartbreaking Death,0
The Weeknd wants to 'apologise' to Bella Hadid for their bad breakup,0
"Some criminals have learned how to spy on Americans, hacking into our home computers and looking out through the video camera attached to the screen.",1
"During a town hall meeting on health care, ""ABC didn't even allow ads that opposed the president's health care plan to be aired.""",1
All Apologies: 22 Times Justin Bieber Said ‘Sorry’,0
and Surpluses or Deficits as Percentages of GDP 1930–2015,1
The United States has one of the highest corporate tax rates in the world.,1
Prince George Is Reportedly Getting More Security Following an ISIS Threat,0
Change We Can Believe In,1
Meg Ryan may walk down the aisle again as 'John Mellencamp is planning to propose',0
Is the triple Kardashian pregnancy a ploy for $25 million?,0
90 percent of babies with Down syndrome are aborted.,1
"Karrueche Tran Manager Slams Chris Brown Attorney: Domestic Violence Is Real, Not Self-Promotion",0
Jennifer Aniston Jets Away After Failing To Rekindle With Brad Pitt – See The Photos,0
Wisconsin lost more jobs over the past 12 months than any other state.,1
"Is Drake Referring To Bella Hadid Fling On ""Finesse""?",0
The real reason Mel B ended her turbulent marriage to Stephen Belafonte revealed,0
I never proposed privatizing the (Milwaukee County) airport.,1
Kendall Jenner Hilariously Responds to Pregnancy Rumors,0
How Kate Middleton’s First Appearance With Royal Baby No. 3 Compares to George and Charlotte’s Debuts,0
Khloe Kardashian Issues Warning About What Fans Will See On Tonight’s 'KUWTK',0
Trouble In Paradise: 15 Reasons Prince Harry And Meghan Markle Won’t Make It Down The Aisle,0
Are Gwen Stefani & Blake Shelton Engaged In 2017? The Couple Has Been Going Strong For Years,0
Kristen Stewart kisses model girlfriend Stella Maxwell at Coachella,0
Katie Holmes And Jamie Foxx Steal A Secret Getaway To Mexico Together,0
Scott Disick looks miserable on day out in LA after ex Kourtney Kardashian ‘blocked’ Sofia Richie from meeting their kids,0
